# ==============================================================================
# --- est / hse diff ---
# ==============================================================================
# --- 屋苑與公屋類別 (含有 邨/苑/山莊) ------------------------
九龍站柯士甸道西1號君臨天下18座7樓782室 | 九龍站柯士甸道西1號君臨天下 | 18座7樓782室
UG Level, Shop U2-101, Pacific Place, 88 Queensway, Admiralty, Hong Kong | UG Level, Shop U2-101, Pacific Place | 88 Queensway, Admiralty, Hong Kong
Room 5, 17/M, Foo Bldg, 123 Queen’s Rd W., Sai Ying Pun, H.K. | Room 5, 17/M, Foo Bldg | 123 Queen’s Rd W., Sai Ying Pun, H.K.
Shop 1, G/F, 12 Foo Street, Tai Wai, Sha Tin, New Territories, H.K. | Shop 1, G/F | 12 Foo Street, Tai Wai, Sha Tin, New Territories, H.K.
Tower 5, Flat 28F, 1 Foo Lane, Tin Shui Wai, Yuen Long, N.T., Hong Kong | Tower 5, Flat 28F, 1 Foo Lane | Tin Shui Wai, Yuen Long, N.T., Hong Kong
Phase II, Podium P3, Tower 1, 6 Foo Cheung Rd, Tseung Kwan O, N.T., HK | Phase II, Podium P3, Tower 1 | 6 Foo Cheung Rd, Tseung Kwan O, N.T., HK
Unit A, 6/F & Roof, 2 Foo On Lane, North Point, HK | Unit A, 6/F & Roof | 2 Foo On Lane, North Point, HK
Rm 905, 9/F, 2 Foo Po Rd, Shek Kip Mei, KLN, H.K. | Rm 905, 9/F | 2 Foo Po Rd, Shek Kip Mei, KLN, H.K.
12/F, Tower 2, China Hong Kong City, 33 Canton Rd, Tsim Sha Tsui, KLN | 12/F, Tower 2 | China Hong Kong City, 33 Canton Rd, Tsim Sha Tsui, KLN
Shop A, G/F, 12 Foo Rd, Cheung Chau, N.T., Hong Kong | Shop A, G/F | 12 Foo Rd, Cheung Chau, N.T., Hong Kong
3/F, M, 18 Foo St, Tin Hau, Hong Kong | 3/F, M, 18 Foo St | Tin Hau, Hong Kong 
Rm 2, 2/F, Foo House, 12 Foo Rd, Central, Hong Kong Island, H.K. | Rm 2, 2/F, Foo House | 12 Foo Rd, Central, Hong Kong Island, H.K
Flat B, High Floor, Tower 1, 1 Foo Hill Rd, Tai Hang, Hong Kong | Flat B, High Floor, Tower 1 | 1 Foo Hill Rd, Tai Hang, Hong Kong
Shop 12, G/F, 8 Foo Garden Rd, Stanley, Hong Kong Island | Shop 12, G/F | 8 Foo Garden Rd, Stanley, Hong Kong Island
Unit C, 15/F, 188 Foo Cheung Rd, Kwai Fong, Kwai Chung, N.T., Hong Kong | Unit C, 15/F | 188 Foo Cheung Rd, Kwai Fong, Kwai Chung, N.T., Hong Kong
Shop 12B, Level P1, PopCorn Mall, 9 Tong Chun St, Tseung Kwan O, N.T. | Shop 12B, Level P1, PopCorn Mall | 9 Tong Chun St, Tseung Kwan O, N.T.
Rm 1208, 12/F, 8 Foo Ping Rd, Kai Tak, Kowloon City, KLN | Rm 1208, 12/F | 8 Foo Ping Rd, Kai Tak, Kowloon City, KLN
G/F, 12 Foo Tze Rd, North Point, H.K.I., Hong Kong | G/F, 12 Foo Tze Rd | North Point, H.K.I., Hong Kong
Suite 3, 7/F, Foo Comm Ctr, 1 Foo On St, Sai Ying Pun, H.K. | Suite 3, 7/F, Foo Comm Ctr | 1 Foo On St, Sai Ying Pun, H.K.
Room 18, 2/F, 3 Foo Wan Rd, Aberdeen, Hong Kong SAR, China | Room 18, 2/F, 3 Foo Wan Rd | Aberdeen, Hong Kong SAR, China
Flat A, 23/F, Block 2, Foo Estate, 12 Foo Garden Rd, Tai Kok Tsui, Kowloon | Flat A, 23/F, Block 2 | Foo Estate, 12 Foo Garden Rd, Tai Kok Tsui, Kowloon
Unit 6, 10/F, 28 Foo Choi St, Yuen Long, NT, H.K. | Unit 6, 10/F | 28 Foo Choi St, Yuen Long, NT, H.K.
CAR PARK SPACE C08, B2/F, MAN SHING BUILDING, 19 TSO KUNG SQUARE, TSUEN WAN, Sham Tseng, TSUEN WAN DISTRICT, New Territories | CAR PARK SPACE C08, B2/F, MAN SHING BUILDING | 19 TSO KUNG SQUARE, TSUEN WAN, Sham Tseng, TSUEN WAN DISTRICT, New Territories
RM C, 18/F, KWAI FUNG HOUSE, 17 PING LAI PATH, KWAI CHUNG, Tsing Yi, KWAI TSING DISTRICT, New Territories | RM C, 18/F, KWAI FUNG HOUSE, 17 PING LAI PATH | KWAI CHUNG, Tsing Yi, KWAI TSING DISTRICT, New Territories
SHOP 1203, B1/F, HSE 1, ROSEDE CASA, 684 CLEAR WATER BAY ROAD, CLEAR WATER BAY, Po Lam, SAI KUNG DISTRICT | SHOP 1203, B1/F, HSE 1, ROSEDE CASA | 684 CLEAR WATER BAY ROAD, CLEAR WATER BAY, Po Lam, SAI KUNG DISTRICT
G/F, 4 MA NIU VILLAGE, Tai Wai, SHA TIN DISTRICT | G/F, 4 MA NIU VILLAGE | Tai Wai, SHA TIN DISTRICT
FLAT PA, 23/F, TAK WOO HSE, 3 WO ON LANE, Kennedy Town, CENTRAL & WESTERN DISTRICT, Hong Kong | FLAT PA, 23/F, TAK WOO HSE, 3 WO ON LANE | Kennedy Town, CENTRAL & WESTERN DISTRICT, Hong Kong
RM B, 10/F, HOUSE 11, JASMINE AVENUE, CROWN OF ST. BARTHS, ST. BARTHS, 9 YIU SHA ROAD, MA ON SHAN, Shek Mun, SHA TIN DISTRICT, New Territories | RM B, 10/F, HOUSE 11, JASMINE AVENUE | CROWN OF ST. BARTHS, ST. BARTHS, 9 YIU SHA ROAD, MA ON SHAN, Shek Mun, SHA TIN DISTRICT, New Territories
2/F, 10 NAM PIN WAI, SAI KUNG, LOHAS Park, SAI KUNG DISTRICT | 2/F, 10 NAM PIN WAI | SAI KUNG, LOHAS Park, SAI KUNG DISTRICT
SHOP D, B1/F, ON KEUNG BUILDING, 91 SHUNG LING STREET, WONG TAI SIN DISTRICT, Kowloon | SHOP D, B1/F, ON KEUNG BUILDING | 91 SHUNG LING STREET, WONG TAI SIN DISTRICT, Kowloon
UNIT C, 6/F, MARINA COVE BLOCK 82, MARINA COVE, 380 HIRAM'S HIGHWAY, Sai Kung, SAI KUNG DISTRICT, New Territories | UNIT C, 6/F, MARINA COVE BLOCK 82, MARINA COVE | 380 HIRAM'S HIGHWAY, Sai Kung, SAI KUNG DISTRICT, New Territories
UNIT C, 6/F, KWONG AH BUILDING, 17 ARGYLE STREET, Mong Kok, YAU TSIM MONG DISTRICT, Kowloon | UNIT C, 6/F, KWONG AH BUILDING | 17 ARGYLE STREET, Mong Kok, YAU TSIM MONG DISTRICT, Kowloon
FLAT 1203, 12/F, CHUNG AH BUILDING, 360 DES VOEUX ROAD WEST, Central, CENTRAL & WESTERN DISTRICT, Hong Kong | FLAT 1203, 12/F, CHUNG AH BUILDING | 360 DES VOEUX ROAD WEST, Central, CENTRAL & WESTERN DISTRICT, Hong Kong
RM 582, 18/F, ON YUE BUILDING, 130 TSUEN WAN MARKET STREET, TSUEN WAN, Sham Tseng, TSUEN WAN DISTRICT, New Territories | RM 582, 18/F, ON YUE BUILDING | 130 TSUEN WAN MARKET STREET, TSUEN WAN, Sham Tseng, TSUEN WAN DISTRICT, New Territories
SHOP B, B1/F, 38 SAN FAT STREET, SHEUNG SHUI, Luen Wo Hui, NORTH DISTRICT | SHOP B, B1/F, 38 SAN FAT STREET | SHEUNG SHUI, Luen Wo Hui, NORTH DISTRICT
UNIT 2, 18/F, KOKO HILLS PHASE 1 TOWER 5, 3 KO LING ROAD, KWUN TONG DISTRICT, Kowloon | UNIT 2, 18/F, KOKO HILLS PHASE 1 TOWER 5 | 3 KO LING ROAD, KWUN TONG DISTRICT, Kowloon
UNIT 01, 6/F, WU KWONG HSE, WU KING ESTATE, 2 WU CHEONG STREET, TUEN MUN, Gold Coast, TUEN MUN DISTRICT | UNIT 01, 6/F, WU KWONG HSE | WU KING ESTATE, 2 WU CHEONG STREET, TUEN MUN, Gold Coast, TUEN MUN DISTRICT
FLAT LD, 51/F, HIAP TECK MANSION, 6 SING WOO ROAD, Wan Chai, WAN CHAI DISTRICT | FLAT LD, 51/F, HIAP TECK MANSION | 6 SING WOO ROAD, Wan Chai, WAN CHAI DISTRICT
UNIT 01, 3/F, HONG LOK YUEN, 9 HONG LOK ROAD EAST, TAI PO, Tai Po Market, TAI PO DISTRICT | UNIT 01, 3/F, HONG LOK YUEN | 9 HONG LOK ROAD EAST, TAI PO, Tai Po Market, TAI PO DISTRICT
FLAT 1, 8/F, MAN YEE BUILDING, 11 SAI KUNG HOI PONG STREET, SAI KUNG, Sai Kung, SAI KUNG DISTRICT | FLAT 1, 8/F, MAN YEE BUILDING | 11 SAI KUNG HOI PONG STREET, SAI KUNG, Sai Kung, SAI KUNG DISTRICT
RM B, 1/F, 6 SHIM LUEN STREET, Hung Hom, KOWLOON CITY DISTRICT | RM B, 1/F, 6 SHIM LUEN STREET | Hung Hom, KOWLOON CITY DISTRICT
FLAT LD, 31/F, CHEONG YUEN APARTMENTS, 2 TSAT TSZ MUI ROAD, Quarry Bay, EASTERN DISTRICT | FLAT LD, 31/F, CHEONG YUEN APARTMENTS | 2 TSAT TSZ MUI ROAD, Quarry Bay, EASTERN DISTRICT
G/F, 32 SAN WAI, HA TSUEN, YUEN LONG, Kam Tin, YUEN LONG DISTRICT | G/F, 32 SAN WAI, HA TSUEN | YUEN LONG, Kam Tin, YUEN LONG DISTRICT
FLATS 1A/1B, 42/F, LIM KAI BIT YIP, 65B BONHAM ROAD, Central, CENTRAL & WESTERN DISTRICT, Hong Kong | FLATS 1A/1B, 42/F, LIM KAI BIT YIP | 65B BONHAM ROAD, Central, CENTRAL & WESTERN DISTRICT, Hong Kong
RM 582, 31/F, HUNG KWONG SHOPPING ARCADE, 2B TUNG CHOI STREET, Tsim Sha Tsui, YAU TSIM MONG DISTRICT, Kowloon | RM 582, 31/F, HUNG KWONG SHOPPING ARCADE | 2B TUNG CHOI STREET, Tsim Sha Tsui, YAU TSIM MONG DISTRICT, Kowloon
ROOM 3, 18/F, SEA BIRD HSE, 26 WYNDHAM STREET, The Peak, CENTRAL & WESTERN DISTRICT | ROOM 3, 18/F, SEA BIRD HSE | 26 WYNDHAM STREET, The Peak, CENTRAL & WESTERN DISTRICT
UNIT 2, 2-3/F, BLK 2, MANWIN GARDEN, 221 TIN LIU TSUEN, SHAP PAT HEUNG, YUEN LONG, Lau Fau Shan, YUEN LONG DISTRICT, New Territories | UNIT 2, 2-3/F, BLK 2, MANWIN GARDEN | 221 TIN LIU TSUEN, SHAP PAT HEUNG, YUEN LONG, Lau Fau Shan, YUEN LONG DISTRICT, New Territories
FLAT 03, 12/F, SHING KEUNG HOUSE, KWAI SHING EAST ESTATE, 63 KWAI SHING CIRCUIT, KWAI CHUNG, Lai King, KWAI TSING DISTRICT | FLAT 03, 12/F, SHING KEUNG HOUSE | KWAI SHING EAST ESTATE, 63 KWAI SHING CIRCUIT, KWAI CHUNG, Lai King, KWAI TSING DISTRICT
G/F, 69 NAM HANG PAI, YUEN LONG DISTRICT, New Territories | G/F, 69 NAM HANG PAI | YUEN LONG DISTRICT, New Territories
ROOM 5A, 51/F, MAU WAH MANSION, 24 BELCHER'S STREET, Sheung Wan, CENTRAL & WESTERN DISTRICT, Hong Kong | ROOM 5A, 51/F, MAU WAH MANSION | 24 BELCHER'S STREET, Sheung Wan, CENTRAL & WESTERN DISTRICT, Hong Kong
66 PAK LONG, TUEN MUN, Castle Peak, TUEN MUN DISTRICT | 66 PAK LONG, TUEN MUN | Castle Peak, TUEN MUN DISTRICT
RM 1, 51/F, T.W.G.HS. TSUI TSIN TONG SCHOOL, 25 WATERFALL BAY ROAD, Wong Chuk Hang, SOUTHERN DISTRICT | RM 1, 51/F, T.W.G.HS. TSUI TSIN TONG SCHOOL | 25 WATERFALL BAY ROAD, Wong Chuk Hang, SOUTHERN DISTRICT
FLAT 2, 1/F, MAN KING BUILDING, 34 MAN WUI STREET, Tsim Sha Tsui, YAU TSIM MONG DISTRICT | FLAT 2, 1/F, MAN KING BUILDING | 34 MAN WUI STREET, Tsim Sha Tsui, YAU TSIM MONG DISTRICT
1A, 8/F, BLK 5, FIORI, 131 CASTLE PEAK ROAD, PING SHAN, YUEN LONG, Lau Fau Shan, YUEN LONG DISTRICT | 1A, 8/F, BLK 5, FIORI | 131 CASTLE PEAK ROAD, PING SHAN, YUEN LONG, Lau Fau Shan, YUEN LONG DISTRICT
ROOM C, 2-3/F, 1G YUNG SHUE LONG OLD VILLAGE, LAMMA ISLAND, Tai O, ISLANDS DISTRICT, New Territories | ROOM C, 2-3/F, 1G YUNG SHUE LONG OLD VILLAGE | LAMMA ISLAND, Tai O, ISLANDS DISTRICT, New Territories
FLAT D, 31/F, CASA REGALIA, 73A TAN KWAI TSUEN ROAD, HUNG SHUI KIU, YUEN LONG, San Tin, YUEN LONG DISTRICT | FLAT D, 31/F, CASA REGALIA | 73A TAN KWAI TSUEN ROAD, HUNG SHUI KIU, YUEN LONG, San Tin, YUEN LONG DISTRICT
FLAT AB, 42/F, SHING WAH BUILDING, 25 SHING FONG STREET, KWAI CHUNG, Kwai Fong, KWAI TSING DISTRICT | FLAT AB, 42/F, SHING WAH BUILDING | 25 SHING FONG STREET, KWAI CHUNG, Kwai Fong, KWAI TSING DISTRICT
ROOF, 136 TING KOK, Tai Po Market, TAI PO DISTRICT | ROOF, 136 TING KOK | Tai Po Market, TAI PO DISTRICT
UNIT 1, 23/F, V HEUN BUILDING, 138 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, Hong Kong | UNIT 1, 23/F, V HEUN BUILDING | 138 QUEEN'S ROAD CENTRAL, CENTRAL & WESTERN DISTRICT, Hong Kong
RM 08, 1/F, KAI YUE HOUSE, KAI YIP ESTATE, 18 KAI YIP ROAD, Yau Tong, KWUN TONG DISTRICT, Kowloon | RM 08, 1/F, KAI YUE HOUSE | KAI YIP ESTATE, 18 KAI YIP ROAD, Yau Tong, KWUN TONG DISTRICT, Kowloon
RM 582, 8/F, HOUSE 85, BOULEVARD DU PALAIS, THE BEVERLY HILLS, 23 SAM MUN TSAI ROAD, TAI PO, Tolo Harbour, TAI PO DISTRICT, New Territories | RM 582, 8/F, HOUSE 85, BOULEVARD DU PALAIS | THE BEVERLY HILLS, 23 SAM MUN TSAI ROAD, TAI PO, Tolo Harbour, TAI PO DISTRICT, New Territories
UNIT A, 2/F, DRAGON INDUSTRIAL BUILDING, 93 KING LAM STREET, Lai Chi Kok, SHAM SHUI PO DISTRICT | UNIT A, 2/F, DRAGON INDUSTRIAL BUILDING | 93 KING LAM STREET, Lai Chi Kok, SHAM SHUI PO DISTRICT
RM 08, 18/F, TAI TAK BUILDING, 298 KI LUNG STREET, Lai Chi Kok, SHAM SHUI PO DISTRICT | RM 08, 18/F, TAI TAK BUILDING | 298 KI LUNG STREET, Lai Chi Kok, SHAM SHUI PO DISTRICT
G/F, 101 FU TEI PAI, Fanling, NORTH DISTRICT | G/F, 101 FU TEI PAI | Fanling, NORTH DISTRICT
FLAT 608, 6/F, SAU WAH HOUSE, SAU MAU PING ESTATE, 101 SAU MING ROAD, Kwun Tong, KWUN TONG DISTRICT, Kowloon | FLAT 608, 6/F, SAU WAH HOUSE | SAU MAU PING ESTATE, 101 SAU MING ROAD, Kwun Tong, KWUN TONG DISTRICT, Kowloon
OFFICE 1808, 6/F, THE BELLEVUE PLACE, 8 U LAM TERRACE, Sai Ying Pun, CENTRAL & WESTERN DISTRICT | OFFICE 1808, 6/F, THE BELLEVUE PLACE | 8 U LAM TERRACE, Sai Ying Pun, CENTRAL & WESTERN DISTRICT
UNIT 2, 8-9/F, FAIRVIEW PARK, 51 BAUHINIA ROAD SOUTH, YUEN LONG, Hung Shui Kiu, YUEN LONG DISTRICT, New Territories | UNIT 2, 8-9/F, FAIRVIEW PARK | 51 BAUHINIA ROAD SOUTH, YUEN LONG, Hung Shui Kiu, YUEN LONG DISTRICT, New Territories
ROOM 3, 3/F, SHUN FAT BUILDING, 445 SHUN NING ROAD, Mei Foo, SHAM SHUI PO DISTRICT | ROOM 3, 3/F, SHUN FAT BUILDING | 445 SHUN NING ROAD, Mei Foo, SHAM SHUI PO DISTRICT
RM 8B, 42/F, HOUSE 271, SEASONS MONARCH, 183 KAM TIN ROAD, YUEN LONG, YUEN LONG DISTRICT | RM 8B, 42/F, HOUSE 271 | SEASONS MONARCH, 183 KAM TIN ROAD, YUEN LONG, YUEN LONG DISTRICT
SHOP 2107, B1/F, SUN SHING MANSION, 35 QUEEN'S ROAD WEST, Central, CENTRAL & WESTERN DISTRICT | SHOP 2107, B1/F, SUN SHING MANSION | 35 QUEEN'S ROAD WEST, Central, CENTRAL & WESTERN DISTRICT
RM 08, 8/F, WIN SHING HOUSE, 9 FU YUNG STREET, TSUEN WAN, Tai Wo Hau, TSUEN WAN DISTRICT, New Territories | RM 08, 8/F, WIN SHING HOUSE | 9 FU YUNG STREET, TSUEN WAN, Tai Wo Hau, TSUEN WAN DISTRICT, New Territories
FLAT C, 5/F, HOUSE 1, THE DRAKE, 1 TSING LUNG ROAD, TUEN MUN, Tuen Mun, TUEN MUN DISTRICT, New Territories | FLAT C, 5/F, HOUSE 1, THE DRAKE | 1 TSING LUNG ROAD, TUEN MUN, Tuen Mun, TUEN MUN DISTRICT, New Territories
UNIT 01, 2-3/F, 50 SUN ON TSUEN, Sai Kung, SAI KUNG DISTRICT | UNIT 01, 2-3/F | 50 SUN ON TSUEN, Sai Kung, SAI KUNG DISTRICT
YIP FUNG BUILDING, 8 D'AGUILAR STREET, Mid-Levels, CENTRAL & WESTERN DISTRICT, Hong Kong | YIP FUNG BUILDING, 8 D'AGUILAR STREET | Mid-Levels, CENTRAL & WESTERN DISTRICT, Hong Kong
FLAT 535, 5/F, SHEUNG NIM HOUSE, SHEUNG TAK ESTATE, 2 TONG MING STREET, TSEUNG KWAN O, Hang Hau, SAI KUNG DISTRICT, New Territories | FLAT 535, 5/F, SHEUNG NIM HOUSE | SHEUNG TAK ESTATE, 2 TONG MING STREET, TSEUNG KWAN O, Hang Hau, SAI KUNG DISTRICT, New Territories
UNIT 01, 1/F, HOUSE K, GRAND RIVIERA, 368 CASTLE PEAK ROAD, TING KAU, TSUEN WAN, Ting Kau, TSUEN WAN DISTRICT | UNIT 01, 1/F, HOUSE K, GRAND RIVIERA | 368 CASTLE PEAK ROAD, TING KAU, TSUEN WAN, Ting Kau, TSUEN WAN DISTRICT
FLAT PA, 1/F, ST. MARK'S SCHOOL, OI TUNG ESTATE, 18 OI YIN STREET, Fortress Hill, EASTERN DISTRICT, Hong Kong | FLAT PA, 1/F, ST. MARK'S SCHOOL | OI TUNG ESTATE, 18 OI YIN STREET, Fortress Hill, EASTERN DISTRICT, Hong Kong
RM 08, 10/F, KUI SHING BUILDING, 302 SAI YEUNG CHOI STREET NORTH, Jordan, YAU TSIM MONG DISTRICT, Kowloon | RM 08, 10/F, KUI SHING BUILDING | 302 SAI YEUNG CHOI STREET NORTH, Jordan, YAU TSIM MONG DISTRICT, Kowloon
ROOM B, 2/F, 38C PENG CHAU WING HING STREET, PENG CHAU, Discovery Bay, ISLANDS DISTRICT | ROOM B, 2/F | 38C PENG CHAU WING HING STREET, PENG CHAU, Discovery Bay, ISLANDS DISTRICT
31/F, 212 SHUI TSIU SAN TSUEN, Yuen Long, YUEN LONG DISTRICT, New Territories | 31/F, 212 SHUI TSIU SAN TSUEN | Yuen Long, YUEN LONG DISTRICT, New Territories
ROOM 01, PODIUM, PO SING MANSION, 157 KOWLOON CITY ROAD, Kowloon Tong, KOWLOON CITY DISTRICT, Kowloon | ROOM 01, PODIUM, PO SING MANSION | 157 KOWLOON CITY ROAD, Kowloon Tong, KOWLOON CITY DISTRICT, Kowloon
RM 582, 18/F, HOUSE 6, BOULEVARD DE MER, THE BEVERLY HILLS, 23 SAM MUN TSAI ROAD, TAI PO, Tolo Harbour, TAI PO DISTRICT, New Territories | RM 582, 18/F, HOUSE 6, BOULEVARD DE MER | THE BEVERLY HILLS, 23 SAM MUN TSAI ROAD, TAI PO, Tolo Harbour, TAI PO DISTRICT, New Territories
G/F, 21A7 SIU LAM, Gold Coast, TUEN MUN DISTRICT | G/F, 21A7 SIU LAM | Gold Coast, TUEN MUN DISTRICT
SHOP 2, B1/F, HOUSE 18, VILLA ROSA, 88 RED HILL ROAD, Stanley, SOUTHERN DISTRICT, Hong Kong | SHOP 2, B1/F, HOUSE 18, VILLA ROSA | 88 RED HILL ROAD, Stanley, SOUTHERN DISTRICT, Hong Kong
1A, 3/F, TOWER 1, PACIFIC PALISADES, 1 BRAEMAR HILL ROAD, Shau Kei Wan, EASTERN DISTRICT, Hong Kong | 1A, 3/F, TOWER 1, PACIFIC PALISADES | 1 BRAEMAR HILL ROAD, Shau Kei Wan, EASTERN DISTRICT, Hong Kong
FLAT 3801, 38/F, BLK T, YUNG LAI HSE, YAU LAI ESTATE, 9 YAU TONG ROAD, Kwun Tong, KWUN TONG DISTRICT, KLN | FLAT 3801, 38/F, BLK T, YUNG LAI HSE | YAU LAI ESTATE, 9 YAU TONG ROAD, Kwun Tong, KWUN TONG DISTRICT, KLN
ROOM 5A, LEVEL 2 UPPER, HONG LOK YUEN, 3 HONG LOK YUEN FIRST STREET, TAI PO, Tai Po Market, TAI PO DISTRICT | ROOM 5A, LEVEL 2 UPPER, HONG LOK YUEN | 3 HONG LOK YUEN FIRST STREET, TAI PO, Tai Po Market, TAI PO DISTRICT
ROOM 8B, 51/F, HOUSE 2, LA HACIENDA, 27 MOUNT KELLETT ROAD, Mid-Levels, CENTRAL & WESTERN DISTRICT, Hong Kong | ROOM 8B, 51/F, HOUSE 2, LA HACIENDA | 27 MOUNT KELLETT ROAD, Mid-Levels, CENTRAL & WESTERN DISTRICT, Hong Kong
RM 08, 6/F, KING FAI COURT, 19 TIN HAU TEMPLE ROAD, North Point, EASTERN DISTRICT | RM 08, 6/F, KING FAI COURT | 19 TIN HAU TEMPLE ROAD, North Point, EASTERN DISTRICT
HONG MING HOUSE, WAH MING ESTATE, 21 WAH MING ROAD, FANLING, Sheung Shui, NORTH DISTRICT | HONG MING HOUSE, WAH MING ESTATE | 21 WAH MING ROAD, FANLING, Sheung Shui, NORTH DISTRICT
ROOM 2, M/F, CURIOS COURT, 221 HOLLYWOOD ROAD, Mid-Levels, CENTRAL & WESTERN DISTRICT, Hong Kong | ROOM 2, M/F, CURIOS COURT | 221 HOLLYWOOD ROAD, Mid-Levels, CENTRAL & WESTERN DISTRICT, Hong Kong
FLAT 1501, 15/F, FU SAU HOUSE, TAI WO HAU ESTATE, 15 TAI WO HAU ROAD, KWAI CHUNG, Lai King, KWAI TSING DISTRICT | FLAT 1501, 15/F, FU SAU HOUSE | TAI WO HAU ESTATE, 15 TAI WO HAU ROAD, KWAI CHUNG, Lai King, KWAI TSING DISTRICT
FLAT 01, 3/F, CHUNG YEW BUILDING, 84 WONG TAI STREET, Jordan, YAU TSIM MONG DISTRICT | FLAT 01, 3/F, CHUNG YEW BUILDING | 84 WONG TAI STREET, Jordan, YAU TSIM MONG DISTRICT
1204, 12/F, MAN HING MANSION, 193A-195 WAN CHAI ROAD, WAN CHAI DISTRICT, Hong Kong | 1204, 12/F, MAN HING MANSION | 193A-195 WAN CHAI ROAD, WAN CHAI DISTRICT, Hong Kong
RM 582, 51/F, HING FU BUILDING, 84 MAIN ST AP LEI CHAU, Stanley, SOUTHERN DISTRICT, Hong Kong | RM 582, 51/F, HING FU BUILDING | 84 MAIN ST AP LEI CHAU, Stanley, SOUTHERN DISTRICT, Hong Kong
901, 42/F, WUI WAH FACTORY BUILDING, 1037 YEE KUK WEST STREET, Shek Kip Mei, SHAM SHUI PO DISTRICT | 901, 42/F, WUI WAH FACTORY BUILDING | 1037 YEE KUK WEST STREET, Shek Kip Mei, SHAM SHUI PO DISTRICT
FLAT LD, 12/F, 28 STANLEY, 28 STANLEY STREET, Kennedy Town, CENTRAL & WESTERN DISTRICT | FLAT LD, 12/F, 28 STANLEY | 28 STANLEY STREET, Kennedy Town, CENTRAL & WESTERN DISTRICT
133 SO KWUN WAT TSUEN, Castle Peak, TUEN MUN DISTRICT | 133 SO KWUN WAT TSUEN | Castle Peak, TUEN MUN DISTRICT
RM 1203, 23/F, 18A-22 KING KWONG STREET, Wan Chai, WAN CHAI DISTRICT | RM 1203, 23/F | 18A-22 KING KWONG STREET, Wan Chai, WAN CHAI DISTRICT
FLAT 112, 1/F, LEI WONG HOUSE, LEI YUE MUN ESTATE, 33 KO CHIU ROAD, KWUN TONG DISTRICT, Kowloon | FLAT 112, 1/F, LEI WONG HOUSE | LEI YUE MUN ESTATE, 33 KO CHIU ROAD, KWUN TONG DISTRICT, Kowloon
RM 582, 8/F, WING YING MANSION, 9 EMMA AVENUE, Ho Man Tin, KOWLOON CITY DISTRICT, Kowloon | RM 582, 8/F, WING YING MANSION | 9 EMMA AVENUE, Ho Man Tin, KOWLOON CITY DISTRICT, Kowloon
5/F, 32 SELF HELP CARE VILLAGE, CHEUNG CHAU, Peng Chau, ISLANDS DISTRICT | 5/F, 32 SELF HELP CARE VILLAGE | CHEUNG CHAU, Peng Chau, ISLANDS DISTRICT
FLAT LC, 8/F, VILLA HELVETIA, 69C REPULSE BAY ROAD, Ap Lei Chau, SOUTHERN DISTRICT | FLAT LC, 8/F, VILLA HELVETIA | 69C REPULSE BAY ROAD, Ap Lei Chau, SOUTHERN DISTRICT
ROOM 3, 1/F, TIN WAH BUILDING, 192E SHA TAU KOK ROAD, LUNG YEUK TAU, SHEUNG SHUI, Ta Kwu Ling, NORTH DISTRICT | ROOM 3, 1/F, TIN WAH BUILDING | 192E SHA TAU KOK ROAD, LUNG YEUK TAU, SHEUNG SHUI, Ta Kwu Ling, NORTH DISTRICT
901, 3/F, SZE YAP BUILDING, 77 DES VOEUX ROAD WEST, The Peak, CENTRAL & WESTERN DISTRICT | 901, 3/F, SZE YAP BUILDING | 77 DES VOEUX ROAD WEST, The Peak, CENTRAL & WESTERN DISTRICT
